"filename", "language", "JSON", "Markdown", "JSON with Comments", "TypeScript JSX", "TypeScript", "pip requirements", "Python", "MS SQL", "JavaScript", "Properties", "C++", "Makefile", "Gradle", "XML", "Objective-C", "Batch", "Java", "comment", "blank", "total"
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\components\StackedArea.tsx", "TypeScript JSX", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 61
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\components\StackedBar.tsx", "TypeScript JSX", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 72
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\components\XAxis.tsx", "TypeScript JSX", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 184
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\components\YAxis.tsx", "TypeScript JSX", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 110
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\contexts\CartesianChartContext.tsx", "TypeScript JSX", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\contexts\CartesianTransformContext.tsx", "TypeScript JSX", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 111
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useAreaPath.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useBarGroupPaths.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 76
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useBarPath.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 62
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useBarWidth.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 59
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useBuildChartAxis.ts", "TypeScript", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 190
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useChartPressState.ts", "TypeScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 83
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useChartTransformState.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useLinePath.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useStackedAreaPaths.ts", "TypeScript", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 156
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\hooks\useStackedBarPaths.ts", "TypeScript", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 186
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\utils\createFallbackChartState.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\utils\curves.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\utils\makeScale.ts", "TypeScript", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 67
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\utils\transformGestures.ts", "TypeScript", 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 105
"c:\mobile system manager\textile-mobile\src\components\victory\cartesian\utils\transformInputData.ts", "TypeScript", 0, 0, 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 365
"c:\mobile system manager\textile-mobile\src\components\victory\hooks\useAnimatedPath.ts", "TypeScript", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 143
"c:\mobile system manager\textile-mobile\src\components\victory\hooks\useFunctionRef.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\mobile system manager\textile-mobile\src\components\victory\index.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 87
"c:\mobile system manager\textile-mobile\src\components\victory\pie\PieChart.tsx", "TypeScript JSX", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 104
"c:\mobile system manager\textile-mobile\src\components\victory\pie\PieLabel.tsx", "TypeScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 66
"c:\mobile system manager\textile-mobile\src\components\victory\pie\PieSlice.tsx", "TypeScript JSX", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 72
"c:\mobile system manager\textile-mobile\src\components\victory\pie\PieSliceAngularInset.tsx", "TypeScript JSX", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"c:\mobile system manager\textile-mobile\src\components\victory\pie\contexts\PieSliceContext.tsx", "TypeScript JSX", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 46
"c:\mobile system manager\textile-mobile\src\components\victory\pie\hooks\useSliceAngularInsetPath.ts", "TypeScript", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 92
"c:\mobile system manager\textile-mobile\src\components\victory\pie\hooks\useSlicePath.ts", "TypeScript", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 79
"c:\mobile system manager\textile-mobile\src\components\victory\pie\index.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\mobile system manager\textile-mobile\src\components\victory\pie\utils\innerRadius.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\mobile system manager\textile-mobile\src\components\victory\pie\utils\radians.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\mobile system manager\textile-mobile\src\components\victory\polar\PolarChart.tsx", "TypeScript JSX", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 156
"c:\mobile system manager\textile-mobile\src\components\victory\polar\RadarChart.tsx", "TypeScript JSX", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 173
"c:\mobile system manager\textile-mobile\src\components\victory\polar\contexts\PolarChartContext.tsx", "TypeScript JSX", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 64
"c:\mobile system manager\textile-mobile\src\components\victory\shared\GestureHandler.tsx", "TypeScript JSX", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 79
"c:\mobile system manager\textile-mobile\src\components\victory\types.ts", "TypeScript", 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 342
"c:\mobile system manager\textile-mobile\src\components\victory\utils\asNumber.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\mobile system manager\textile-mobile\src\components\victory\utils\boundsToClip.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\mobile system manager\textile-mobile\src\components\victory\utils\cleanPointsArray.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\mobile system manager\textile-mobile\src\components\victory\utils\createRoundedRectPath.ts", "TypeScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 63
"c:\mobile system manager\textile-mobile\src\components\victory\utils\findClosestPoint.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 75
"c:\mobile system manager\textile-mobile\src\components\victory\utils\getFontGlyphWidth.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\mobile system manager\textile-mobile\src\components\victory\utils\getOffsetFromAngle.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\mobile system manager\textile-mobile\src\components\victory\utils\groupPointsArray.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\mobile system manager\textile-mobile\src\components\victory\utils\normalizeYAxisTicks.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\mobile system manager\textile-mobile\src\components\victory\utils\stitchDataArray.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\mobile system manager\textile-mobile\src\components\victory\utils\tickHelpers.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 64
"c:\mobile system manager\textile-mobile\src\components\victory\utils\transform.ts", "TypeScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 148
"c:\mobile system manager\textile-mobile\src\components\victory\utils\usePrevious.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\mobile system manager\textile-mobile\src\components\victory\utils\valueFromSidedNumber.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\mobile system manager\textile-mobile\src\constants\DesignSystem.ts", "TypeScript", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 87
"c:\mobile system manager\textile-mobile\src\constants\Localization.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\mobile system manager\textile-mobile\src\constants\theme.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\mobile system manager\textile-mobile\src\hooks\useBiometricShield.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"c:\mobile system manager\textile-mobile\src\hooks\useBiometrics.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41
"c:\mobile system manager\textile-mobile\src\hooks\useCryptoEngine.ts", "TypeScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 85
"c:\mobile system manager\textile-mobile\src\hooks\useHeartbeat.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"c:\mobile system manager\textile-mobile\src\hooks\useInterval.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\mobile system manager\textile-mobile\src\hooks\useMesh.ts", "TypeScript", 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 262
"c:\mobile system manager\textile-mobile\src\hooks\useMessenger.ts", "TypeScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 179
"c:\mobile system manager\textile-mobile\src\hooks\usePersona.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\mobile system manager\textile-mobile\src\hooks\useScanner.ts", "TypeScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 118
"c:\mobile system manager\textile-mobile\src\hooks\useTacticalSync.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"c:\mobile system manager\textile-mobile\src\hooks\useTaskSubscriber.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 61
"c:\mobile system manager\textile-mobile\src\hooks\useTransaction.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\mobile system manager\textile-mobile\src\hooks\useUIManifest.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"c:\mobile system manager\textile-mobile\src\i18n\index.ts", "TypeScript", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 142
"c:\mobile system manager\textile-mobile\src\lib\CryptoService.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\mobile system manager\textile-mobile\src\lib\HeartbeatService.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 107
"c:\mobile system manager\textile-mobile\src\lib\MobileCrypto.ts", "TypeScript", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 95
"c:\mobile system manager\textile-mobile\src\lib\PairingManager.ts", "TypeScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 83
"c:\mobile system manager\textile-mobile\src\lib\SyncEngine.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\mobile system manager\textile-mobile\src\lib\alerts\AlertService.ts", "TypeScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 71
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar.ts", "TypeScript", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 142
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 17, 117
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\batch_model.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 13, 27, 136
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\batch_model.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 13, 16, 72
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\batch_recognizer.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 19, 35, 203
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\batch_recognizer.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 13, 12, 56
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\json.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 560, 0, 0, 0, 0, 0, 0, 7, 89, 656
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\language_model.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 24, 22, 212
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\language_model.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 48, 38, 151
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\model.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 10, 58, 383
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\model.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 13, 18, 107
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\nse_api.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 15, 50, 333
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\nse_api.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 0, 0, 0, 0, 0, 0, 13, 74, 395
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\postprocessor.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 13, 13, 67
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\postprocessor.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 13, 9, 46
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\recognizer.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 771, 0, 0, 0, 0, 0, 0, 37, 177, 985
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\recognizer.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 18, 17, 120
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\spk_model.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 13, 9, 46
"c:\mobile system manager\textile-mobile\src\lib\audio\NoxisSonicEar\spk_model.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 13, 12, 48
"c:\mobile system manager\textile-mobile\src\lib\audio\VoiceCommandProcessor.ts", "TypeScript", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 105
"c:\mobile system manager\textile-mobile\src\lib\audio\VoiceRecorder.ts", "TypeScript", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 89
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\authenticate.android.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 73
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\authenticate.ios.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\authenticate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\createError.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 44
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\index.d.ts", "TypeScript", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 180
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\isSensorAvailable.android.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\isSensorAvailable.ios.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\isSensorAvailable.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\release.android.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\release.ios.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\mobile system manager\textile-mobile\src\lib\auth\NoxisGuardian\release.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\mobile system manager\textile-mobile\src\lib\auth\TierGuard.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\mobile system manager\textile-mobile\src\lib\auth\verifyTier.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 17
"c:\mobile system manager\textile-mobile\src\lib\db\meshDb.ts", "TypeScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 70
"c:\mobile system manager\textile-mobile\src\lib\gis\NoxisPathFinder.ts", "TypeScript", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 152
"c:\mobile system manager\textile-mobile\src\lib\i18n.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\SynapseEmitter.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\SynapseParser.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\SynapseTypes.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\browser-entrypoint.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\contrib\backo2.ts", "TypeScript", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 85
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\index.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 109
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\manager.ts", "TypeScript", 0, 0, 0, 0, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 75, 648
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\on.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\socket.ts", "TypeScript", 0, 0, 0, 0, 1053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 91, 1158
"c:\mobile system manager\textile-mobile\src\lib\mesh\NoxisSynapse\url.ts", "TypeScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 123
"c:\mobile system manager\textile-mobile\src\lib\mesh\mesh-client.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 65
"c:\mobile system manager\textile-mobile\src\lib\mesh\mesh-protocol.ts", "TypeScript", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 96
"c:\mobile system manager\textile-mobile\src\lib\mesh\offline-queue.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\mobile system manager\textile-mobile\src\lib\mesh\tcp-client.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\mobile system manager\textile-mobile\src\lib\notifications\HeadlessTask.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
